CardSort_Unadj,Flanker_Unadj,ProcSpeed_Unadj,WM_Task_2bk_Acc,ListSort_Unadj,PicSeq_Unadj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,AngAffect_Unadj,FearAffect_Unadj,Sadness_Unadj,Relational_Task_Match_Median_RT,Relational_Task_Rel_Median_RT,PicVocab_Unadj,ReadEng_Unadj,Language_Task_Story_Avg_Difficulty_Level,VSPLOT_CRTE,IWRD_RTC,SCPT_TPRT,Endurance_Unadj
107.52,93.17,105.28,88.889,126.18,107.51,20,0,33015,41.6,51.2,45.8,1964.25,2778,117.4114,123.1803,9.536,1083.75,1707.5,550,119.74
105.89,97.58,131.64,96.354,117.39,135.55,22,0,21349,49,37.4,38.1,1065,1614.25,120.644,129.4478,12.571,500,1295,420,112.61
97.94,97.81,113.4,96.181,108.06,119.72,24,0,31250,44.3,51.2,53.3,1202,1644,135.9823,150.705,11.446,1227.5695,1565,520,131.86
126.59,99.89,117.81,93.924,108.06,135.55,17,2,8060,42.4,49.2,44.7,1192,1854.25,107.61,122.33,10.75,1173.4603,1525.5,490,123.95
127.11,120.7,108.63,88.368,100.43,109.4,14,5,7270,54.8,49.3,48.1,1208.5,1888.5,111.31,119.5,10.054,941,1704.75,515,99.66
116.08,103.16,98.16,66.84,133.93,103.59,16,3,17125,42.4,51.2,41.8,1244,2234,110.9109,107.5667,11.036,1098.3766,1605,485,111.5
105,100.42,125.64,88.715,108.06,108.29,21,0,18350,45,44.3,46.9,1519.5,2100.5,126.7161,134.8629,9.321,1022.0192,1380,450,97.41
102.03,128.63,118.07,70.486,100.43,112,18,1,14601,62.3,59.8,58.9,1683,2263.75,123.77,119,9.625,954.5643,1462.5,500,117.12
118.45,142.11,99.14,93.576,112.89,135.55,22,0,15189,49.8,51.2,50,1557,1834.5,104.8783,103.1086,12.429,1102.8943,1295,500,106.98
132.18,142.11,113.4,81.076,126.18,135.55,23,0,39911,47.7,52.9,49.4,1500,2348.25,126.2074,123.4713,12,1295.3846,1105,450,130.64
109.67,107.28,128.25,79.861,117.39,116.13,15,4,5100,44.5,49.6,45.1,1595,1709.75,126.3469,116.4717,11.857,1498.2858,1440,540,106.3
105.06,107.53,96.06,73.09,112.89,78.96,8,11,4915,57,49.3,48.1,1326.5,1355.75,106.0165,104.8443,7.089,1056,2255,460,96.72
118.84,115.57,122.52,91.319,130.38,135.55,15,4,10551,55.4,65.6,52.5,1581,2339,130.65,149.29,12.446,808.1818,1315,465,117.55
122.83,119.16,124.27,92.361,100.43,110.61,16,3,7840,44.7,51,47.6,1384.5,2140,111.4419,108.3182,10.321,1260.7142,1557.5,485,108.94
103.82,109.29,114.52,73.785,112.89,82.37,20,0,15785,39.2,51.2,41.7,1339.5,1767.25,121.4511,108.0348,10.607,951.4286,1667.5,470,110.28
107.01,105.63,83.25,88.542,117.39,108.89,16,3,19591,42.1,37.6,34.2,1475,2099,106.914,114.9479,10.786,996.4545,1440,390,109.93
113.96,102.83,110.12,79.861,104.06,96.23,15,4,19000,40.1,49,47.6,1406.5,1869.5,125.4787,126.8284,9.804,1134.4445,1307.5,480,108.28
126.59,117.71,151.81,81.424,108.06,101.99,18,1,17380.5,36.6,41.8,34.2,1175,1906.25,119.9015,114.3654,8.536,1524.6364,1805.5,500,145.1
126.52,110.53,118.67,96.354,117.39,109.04,19,0,13750,52,40,49.9,1194.5,2121.25,119.882,123.1362,12.429,774.1667,1200,540,103.8
105.24,102.45,104.06,87.674,100.43,110.7,17,2,16390,50.9,44.5,45,1707.25,2687.75,115.398,107.3443,9.964,1287.9121,2150,505,108.36
142.78,131.49,104.06,88.542,100.43,118.7,19,0,15200,50.1,51.4,41.9,1330,1847.25,124.5077,126.8675,10.339,1120,1930,450,107.06
123.99,109.62,117.98,88.889,104.06,111.35,16,3,8335.5,46,32.9,34.2,1411,2142.25,122.84,111.28,11.589,970.0909,1268,430,101.03
118.71,114.97,142.84,91.146,112.89,99.71,19,0,12500,43.7,51.2,46.1,1648.5,1864.25,112.1411,109.4892,10.119,1346.25,1515,520,103.28
126.71,113.89,129.82,95.139,112.89,135.55,21,0,12338,52,46,42.9,1295.5,1967,115.8581,117.1544,10.196,1111.4286,1530,420,107
132.18,110.46,140.59,94.965,100.43,125.71,20,0,18370,49,53.1,34.2,1217.75,1687.25,112.3109,110.9647,9.339,1652.2858,1437.5,450,134.74
122.33,117.4,144.47,86.285,117.39,116.13,10,9,3735,28.6,32.9,34.2,1265.5,1704,114.167,108.5283,10.833,948.8889,1195,450,101.11
125.88,103.81,138.72,91.319,112.89,116.13,19,0,17138,49.7,51.4,58.8,1263,1743,117.2165,126.7576,9.464,886.5446,1387,460,123.23
115.16,101.93,92.72,69.444,108.06,107.51,10,9,4130,45.1,49,46.1,1582.5,1587.5,114.3264,118.1379,9.321,1526.1364,1517.5,420,100.93
118.76,116.72,121.97,92.361,100.43,112,21,0,15023,56.6,70.6,62.4,1366,2237.5,121.5,128.43,11.643,607.25,1556,490,131.41
125.86,120.36,111.11,88.889,108.06,118.7,15,4,11470,49.8,46,41.8,1396.5,1969.75,133.5008,122.274,11.518,1948.5714,1367.5,515,107.68
124.42,127.29,111.26,87.674,117.39,110.13,14,5,5480,48.4,61.6,51.2,1559,2226.75,123.72,123.78,10.161,1028.2898,1222.5,460,100.82
128.95,112.56,150.84,91.319,117.39,111.46,12,7,3243,41.9,51.2,44.1,1198.5,1723.25,130.9731,129.6218,9.625,963.1307,1249.25,391.5,112.47
106.1,106.59,111.81,72.049,112.89,113.72,15,4,9500,59.9,63.6,60.5,1315.5,1500.25,117.14,111.27,11.214,1256.5714,1766.5,534,103.93
119.81,105.85,129.82,96.354,104.06,135.55,20,0,13955.5,45.6,50.6,46.1,1386,1907.25,116.4992,122.6058,10.75,1152.3125,1242.5,455,114.39
107.79,111.04,111.11,78.646,100.43,118.7,16,3,22765,55.6,63.7,54.3,1480.5,1978.25,115.3796,123.0173,11.286,1145.9166,1517.5,505,122.74
120.64,117.09,124.78,93.576,121.89,135.55,21,0,14609,57.1,42.1,43,1051.5,1669.75,125.42,125.76,11.732,922.2857,1280,450,116.9
108.11,109.72,124.27,70.139,100.43,110.7,11,8,5600,56.8,63.7,51.2,1709.75,2446,108.8521,114.4867,10.321,1295.5,1875,450,109.1
121.3,117.28,138.72,96.354,130.38,121.82,13,6,8650,43.6,44.3,34.2,1050.5,1503,110.9665,112.1068,9.25,1194.2858,1372.5,410,109.43
108.63,106.29,98.16,81.076,93.9,101.64,16,3,8800,38.8,43.3,34.2,1489.5,2064.75,120.3897,118.5012,11.679,1033.7858,1535,620,115.04
101.79,111.1,103.02,83.507,117.39,96.23,24,0,32027,60.1,63.3,62.2,1277.25,1653.25,125.75,124.22,8.911,1300,1665,475,122.15
130.31,104.16,101.6,82.292,121.89,125.71,8,11,4855,50.9,51.2,49.9,1384.5,2231.25,107.0357,119.3614,12.571,901.7094,1375,440,122.67
81.27,100.57,140.59,86.111,117.39,125.71,11,8,4100,40.1,46.2,44.2,1572.5,2440.75,111.8796,113.9523,10.464,877.0714,1524.75,485,110.11
129.46,130.09,140.59,93.75,117.39,114.48,17,2,6070,28.6,46.2,50.8,1516,1894,111.4085,108.1461,10.339,610.3571,1297.5,440,113.29
143.94,130.09,131.64,87.153,112.89,109.4,23,0,25480,44.2,40.9,38.9,1280.5,2347.25,112.432,119.3878,11.857,1174.7778,1617.5,505,120.03
119.05,106.59,124.27,91.146,96.99,94.02,19,0,16109,28.6,49.9,39.4,1264,1522,106.2325,88.30461,11.089,1541.25,1542,430,107.61
115.22,115.16,110.12,85.937,108.06,104.95,21,0,16179,45.8,53.9,42,1531.75,2156.75,137.458,131.344,6.339,1024.3125,1440,400,107.04
110.09,108.94,112.27,72.049,93.9,112.39,13,6,7289,35.2,37.6,38.9,1736.75,2850,120.8237,111.0214,12.083,673.9,1562.5,470,115.45
113.18,106.97,120.63,97.569,130.38,118.8,21,0,16558,50.3,58.3,48.5,1697.75,2256.5,133.16,133.35,11.214,1065.3636,1410,460,101.36
121.88,115.57,117.29,87.326,104.06,110.7,22,0,24119,46.4,51.2,48.2,1729.25,2387,119.41,117.47,10.089,803.9464,1323.5,471,132.78
136.1,120.9,140.59,88.715,130.38,116.13,19,0,11770,52,57.7,48.5,1333,1721.75,118.3448,120.9707,8.679,1048.5714,1190,410,107.38
115.43,106.72,124.27,97.569,117.39,100.97,13,6,5920,28.6,32.9,34.2,1148,1485,115.9536,114.1835,9.054,813.3182,1240,420,119.45
125.25,115.66,108.72,57.986,100.43,135.55,19,0,21761,34.5,36.8,34.2,1235,1228,114.22,110.64,10.679,856,1460,380,120.4
98.58,104.78,107.8,72.222,117.39,98.57,21,0,24570,49.5,54.2,45.6,1397.25,2224.5,130.2894,124.0304,9.911,1732.5,1592.75,500,104.31
121.78,119.02,123.47,97.569,130.38,109.04,20,0,17030.5,46.3,43.6,38.8,1323.5,1728.5,112.38,113.57,9.696,800.3,1607,398,116.28
117.1,109.26,122.43,89.931,100.43,115.73,10,9,3575,47.6,51.9,42.7,1540,2452,114.38,101.47,10.536,840.5,1320,530,96.42
111.96,124.78,129.82,93.75,100.43,104.47,24,0,25333.5,49.8,54,47.9,1422,2013.25,123.1792,127.2061,10.929,1683.625,2112,380,120.08
123.59,107.18,106.69,67.361,117.39,95.03,15,4,12330,40.9,56.5,41.4,1852.25,2923.5,116.03,116.73,9.375,1362.3254,1652.75,470,101.9
129.94,126.74,104.06,92.535,108.06,95.39,18,1,22805,52,49.3,54.1,1183.5,2336.25,124.0227,129.4052,12.071,1215,1920,550,118.06
121.25,120.07,119.9,87.326,80.79,125.71,17,2,10937,45.1,51.2,45.8,1494,2313,149.5326,121.0644,11.929,981.2054,1458.75,453,108.02
108.39,99.55,140.59,89.931,112.89,135.55,21,0,30470,45.6,37.6,42.3,1589.25,2235.75,118.2358,116.6336,11.804,1176.5079,1420,460,119.81
102.83,99.41,112.17,82.118,108.06,120.32,15,4,4519,50.3,60.5,46.1,1659,2359.25,114.92,110.12,8.875,1309.7142,1800.5,541,108.57
116.55,105.51,108.62,49.132,96.99,111.46,11,8,10629,49.8,56,49.9,1557.5,2850.75,123.13,121.82,8.393,1230.3125,2109.5,520,102.35
125.09,122.53,104.06,86.632,112.89,119.72,12,7,7395,53.5,57.7,48.1,1469.5,2012,119.4397,126.5796,12.429,1297,1560,450,120.03
116.47,108.78,125.64,79.34,96.99,90.25,10,9,9245,56.3,56,57.5,1189.5,833.75,114.1966,125.3793,8,1037.7778,1737.5,500,93.2
102.39,99.34,117.2,84.722,112.89,90.25,9,10,8037,44.5,49,34.2,1754.5,2800.75,111.4476,99.953,10.375,1126.25,1779,390,106.3
99.31,93.31,115.83,91.146,108.06,122.66,23,0,22578,52.8,51.2,45.6,1717,2913.5,118.558,125.9491,10.321,1727.9,1555,460,135.69
123.13,113.5,111.97,87.326,117.39,118.7,18,1,15485.5,33.6,32.9,34.2,1150.5,1314.25,124.51,114.62,10.179,1193.8125,1572.5,450,122.43
119.67,107.18,152.77,96.354,117.39,118.7,22,0,15194.5,50.9,46.9,43.8,1437,1971.75,121.2793,118.0655,12.571,995,1287.5,410,115.94
107.29,101.98,96.2,65.972,104.06,97.65,21,0,44809,46.3,54.9,49.4,2188.25,3114,117.47,120.5,7.232,1581.3022,1622.5,540,121.9
122.18,127.73,134.82,96.181,108.06,114.48,15,4,8990,54.5,66.9,59.4,1233.5,1611.25,115.3583,124.8643,11.107,712,1320,450,116.09
116.16,118.51,119.34,91.493,126.18,135.55,18,1,17659,42.4,38.6,34.2,1158.5,1500.75,118.18,119.97,12.143,1111.1154,1552.25,405.5,93.77
123.76,105.72,109.73,67.361,96.99,90.87,20,0,38753,39.7,51.2,34.2,1562.5,2563.5,113.09,135.29,10.179,1106.8071,1440,435,108.09
143.94,119.16,118.38,93.75,117.39,125.71,20,0,12514,52.8,60.5,53.3,1198.5,1451,129.16,128.54,10.893,1378.75,1341,398,114.85
125.34,115.92,128.98,88.542,100.43,108.29,22,0,29796.5,53.8,54,62.2,1323.75,1693,110.39,119.99,11.25,1572.1,1995,440,134.74
111.38,122.08,119.98,93.576,117.39,104.34,19,0,22030,51.6,63.3,60.5,1610,2603.5,127.1319,127.9873,11.036,1174,1332.5,450,122.37
120.61,106,114.52,76.215,93.9,99.01,10,9,3420.5,54.4,49,49.9,1278.5,1841.25,108.95,107.66,10.464,862.9018,1867.75,430,90.77
106.13,94.89,99.14,82.639,112.89,94.1,9,10,3650,54.7,46,49.4,1597.75,2027.75,110.2865,102.2089,10.054,805.8,1365,410,87.83
122.83,132.04,128.25,93.75,117.39,112,22,0,15848,47.5,54.4,48.2,1385,1941,132.9748,132.6527,12.446,1055,1500,540,127.84
116.64,104.08,83.25,93.75,117.39,104.53,21,0,20680,51,46.9,43.6,1727,2066.5,123.1806,127.445,12.571,862,1789.75,450,125.16
115.84,112.56,106.57,91.146,100.43,135.55,20,0,10024,52,54.4,55,1061,1359.25,106.4464,107.7348,11.375,1066.125,1375,420,103.15
109.42,103.6,114.69,79.688,112.89,104.34,22,0,23981.5,54.1,56,53.4,1790.5,2196.5,113.41,111.28,12.571,1229.091,1487.5,485,102.56
133.54,133.58,151.81,94.965,126.18,113.72,21,0,27900,53.4,64.9,69.5,1129.5,1762.5,107.09,109.0726,12.161,1252.0834,1335,450,136.72
129.94,120.49,145.54,83.681,108.06,135.55,15,4,9620,44.7,56,49.9,1172.5,1753,124.7796,119.427,10.75,1057.5,1482.5,470,110.94
115.79,101.35,129.82,75.868,112.89,125.71,20,0,24555,47.2,51,43.8,1489.25,1961.5,102.5349,104.2302,12.571,1091.4286,1360,500,113.29
109.67,118.28,96.06,88.715,117.39,101.78,21,0,25330,35.2,32.9,34.2,1529.5,1769.75,118.7449,121.1285,12.429,935.119,1672.5,500,104.81
111.94,101.99,102.79,95.139,104.06,122.66,20,0,19922.5,44.3,51.2,41,1502,1769.25,124.8,120.5,9.589,1324.238,2621,510,143.8
116.89,112.65,96.35,87.326,100.43,102.77,20,0,27512,53.8,51.2,49.9,1929.25,2905.5,126.12,128,8.464,852.08844,1495,550,103.34
111.14,127.5,84.34,83.681,93.9,97.8,22,0,27705.5,49.3,56.2,49.4,1903.5,1963.5,124.1341,143.8197,11.929,2028.1818,1182.5,530,122.21
114.55,107.48,108.78,83.681,112.89,105.63,20,0,28703,44.1,51.2,48.1,1250.25,1545.75,106.74,112.91,9.446,2074.7144,1575.5,424,94.95
107.15,103.6,93.56,83.507,108.06,88.97,20,0,32914,44.4,53.7,43.9,1687.5,2726.5,118.87,127.27,11.232,995.1061,1302.5,420,129.95
129.6,125.46,133.26,97.569,121.89,94.1,19,0,19310,49.8,53.7,55.4,1374.5,1900.25,105.6911,134.8629,12.571,981.71716,1890,510,114.63
97.26,100.04,91.62,67.361,117.39,120.32,23,0,22711,56.1,59.8,49.9,1728.75,2513.25,129.4895,122.3441,8.679,1035.3792,1627.75,480,119.24
117.31,118.42,105.28,77.604,96.99,108.93,14,5,16204,44.8,61.6,43.3,1840.5,2433,122.5177,111.9075,9.125,1122.4375,1310,435,129.15
118.76,115.12,119.98,88.715,117.39,101.51,11,8,3950,36.8,49,41,1410.75,1609.25,111.3276,100.8923,12.446,877.7778,1837.5,470,107.03
118.74,127.73,124.27,68.056,100.43,110.7,19,0,18200,50,56,62.2,1166.5,2315,114.6213,108.795,10.321,984,1530,460,92.95
117.23,96.75,105.28,79.861,108.06,95.73,20,0,32823.5,49.8,53.5,54.7,1440,1849.25,130.9032,125.763,10.464,1892.7142,1597.25,410,137.87
110.27,102.99,121.22,97.569,112.89,101.57,22,0,14238.5,57.8,50.4,57.5,914.5,1194.25,125.2023,120.5834,11.857,911.9,1442.5,445,113.29
112.89,103.69,113.4,92.535,112.89,94.02,22,0,28933,50.3,51,49.9,1720.5,2247.5,121.6165,113.292,12.304,1067,1382.25,440,110.85
122.94,115.22,119.31,92.535,126.18,135.55,15,4,8486,52,52.9,48.2,1299.5,2169.75,118.64,120.51,10.232,896.2222,1552,430,100.93
138.23,118.42,142.84,96.181,126.18,135.55,20,0,19694,55.4,50.7,44.1,1414.5,2131.5,110.173,110.4088,12.429,1142.7142,1492.5,435,121
103.01,100.64,102.91,95.139,112.89,109.04,11,8,4300,58.8,43.2,50.6,1528,1858.5,119.7413,123.7926,10.482,1001.25,1400,440,100.13
119.5,115.38,112.27,96.181,130.38,118.7,20,0,12570,44.2,45.7,49.9,1276,1895.75,113.5189,114.7428,10.393,1003.8542,1320,450,92.57
120.05,103.54,105.32,93.75,130.38,125.71,15,4,5870,52,52.4,53.5,1766,2219,133.17,115.87,12.286,751.4286,2330,550,113.29
128.41,120.49,134.82,92.535,133.93,116.13,22,0,18980,49.8,50.4,49.9,1362.5,2071.75,112.985,113.5097,12.286,1095.1154,1565,610,107.16
111.55,114.29,100.29,76.563,100.43,104.34,8,11,3725,55.9,62.9,48.5,1589.5,1907,110.1721,104.4426,7.339,784.6688,1242.5,500,112.7
118.23,129.54,119.63,86.111,104.06,109.96,11,8,4069,39,53.5,34.2,1347.5,1920.5,132.41,125.04,10.107,1004.9545,1224.5,410,102.37
133.57,126.74,151.81,88.715,137.98,106.85,16,3,13405,33.6,32.9,34.2,1059,1611.5,123.2734,130.7467,11.179,677.1429,1595,480,114.76
122.46,106.78,94.92,63.194,104.06,125.71,14,5,7585,39.9,46,45.8,1417.5,1610.25,116.8439,107.1665,9.321,930.15875,1547.5,470,122.15
128.03,131.82,123.59,97.569,121.89,108.42,19,0,11620,50.8,56.5,47.9,1450.5,1967.25,116.74,112.07,12.446,1394.2858,1730,440,127.84
122.88,131.94,126.95,96.354,108.06,125.07,24,0,25048.5,40.4,36.5,42.8,1304,1912.25,127.5815,125.999,10.054,1400.8175,1622.25,480,122.75
118.76,105.94,112.27,83.854,144.5,121.82,18,1,22325,52.9,46.7,51.2,1525.5,1982,110.3327,119.9208,10.196,1117.7778,1360,470,119.68
116.98,107.53,118,78.299,108.06,108.89,22,0,15633.5,48.3,54.2,49.9,1416,2388.75,115.47,114.58,9.464,2407,1426.5,490,98.15
124.39,135.02,126.95,96.181,126.18,116.13,23,0,33720,39.8,49.2,51.2,1188.5,1576,125.4024,117.0686,10.089,1108.6714,1310,450,123.13
115.75,99.73,118.87,86.111,96.99,100,16,3,21191,59,40.1,34.2,1656.75,1756.75,105.18,109.5,10.536,1511.125,1565,550,97.51
128.41,121.42,105.69,80.035,93.9,135.55,18,1,30054.5,42.4,43.3,38.9,984.5,1008.5,111.12,105.29,6,2156.884,1287,420,92.82
112.74,109.72,102.91,77.257,117.39,114.48,17,2,16490,44.6,48.5,44.6,1303,1667.25,103.6719,114.8035,9.464,1227.7778,1742.5,450,91.44
130.02,108.46,92.72,91.493,117.39,135.55,20,0,19419,46.8,46.7,51.2,1405.5,2713.25,98.67896,119.5151,9.5,775.5409,1369.5,400,108.5
119.93,142.11,98.16,70.833,96.99,125.71,7,12,4400,43.9,46,53.4,1415.5,1622.25,121.3246,114.165,7.875,625.125,1850,490.5,118.91
109.59,101.93,125.64,84.722,117.39,95.13,22,0,13774,47.5,52,48.1,1669.75,1905,117.5233,126.7377,12.446,920.125,1185,445,129.47
126.42,128.76,124.52,88.542,108.06,135.55,14,5,5281,57.1,46,44.2,1294.5,2040.5,128.39,134.79,11.786,598.8461,1310.25,452,134.74
138.38,116.83,125.22,91.146,108.06,125.71,18,1,15240,37.7,42,39.1,1616.5,2284.5,110.05,123.99,11.732,1475.5555,2112.5,470,118.92
123.4,127.95,104.07,88.715,93.9,97.46,15,4,15650,43,43.8,55,1144.5,1841.75,113.14,123.8,10.464,881.7125,1362.5,420,113.29
121.72,125.78,131.64,81.25,117.39,109.47,22,0,28925,47.5,47.2,49.9,1479.5,2373.75,136.049,119.6239,12.429,1253,1142.5,410,121
118.76,115.73,144.47,85.937,108.06,107.09,23,0,14910,37.9,41.8,41.2,1318.25,1966.5,127.6962,129.4115,11.679,633,1267.5,520,118.5
114.38,115.12,146.95,86.285,108.06,121.82,17,2,31540,54.3,51.4,34.2,1427.5,1236.5,109.1192,112.4368,9.518,924.93054,1422.5,490,110.46
115.85,87.79,96.06,90.278,126.18,135.55,23,0,23668,46.3,49,45,1635.5,2360.75,125.7132,131.344,12.446,1898.7053,1330,470,135.12
100.89,91.72,97.15,96.354,117.39,135.55,20,0,14170.5,53,47.2,51.2,1450.75,2618.5,115.6296,112.3592,10.679,864.6429,1460,450,106.3
114.95,115.5,118.67,84.896,104.06,104.57,12,7,6594.5,44.8,51.2,44.7,1391.25,2222.5,113.6821,119.6187,10.75,984.0179,1690,450,133.05
133.93,119.7,122.44,83.333,121.89,118.7,19,0,13669,58.8,48.8,51.7,1519.5,2347.75,103.07,121.97,12.304,889.1518,1269.75,510,110.37
116.94,114.06,126.95,71.875,126.18,93.23,22,0,25875,38.2,49.3,42.6,1718,2320.75,133.7276,123.217,10.107,1373.75,1475,520,100.5
129.77,106.44,102.71,81.25,96.99,116.13,9,10,4498,39.6,48,39.1,1550.5,1698.25,105.42,115.19,10.357,1168,1435.5,452,89.97
105.43,98.07,102.91,78.646,112.89,121.82,21,0,21490,53.4,46.7,46.1,1465.5,2405,121.7409,120.6847,10.054,1665.7142,1785,470,107.36
118.13,104.54,115.83,87.153,130.38,105.09,19,0,13680,42.7,53.5,44.2,1241.5,1904,117.4663,125.3596,10.25,1110.8036,1312.5,450,107.24
139.01,116.85,137.25,90.104,112.89,118.7,24,0,45932.5,42.9,60.5,56.2,1327.5,1991,137.4778,134.7757,12.571,1345.4375,1357.5,550,122.1
106.54,108.4,100.96,84.896,112.89,125.07,21,0,29903,45.1,37.6,42.3,1566.5,2413.5,119.29,120.31,7.125,1247.3483,1419.5,437,104.74
114.09,106.41,115.83,93.75,126.18,135.55,23,0,19990,49.5,51.4,48.2,1697,2530.75,116.4542,114.4602,11.179,1425.625,1655,540,108.42
112.44,110.3,129.82,88.715,100.43,135.55,20,0,15654.5,52.4,49.9,46.1,1599.75,2219,114.9331,125.3818,11.179,1362.2858,1462.5,510,109.59
108.82,117.28,119.98,93.75,108.06,114.48,12,7,4180,43.7,43,34.2,1051.75,1657.75,135.6389,132.921,12,755.4464,1292.5,450,104.44
121.28,108.14,142.84,86.111,112.89,108.93,20,0,39425,46.8,58.3,44.7,1056,1882.5,111.4654,111.7691,10.821,1462.8572,1167.25,430,106.98
126.04,117.09,110.81,86.111,100.43,125.07,8,11,5452,42.4,46,34.2,1327.5,1585.5,102.32,100.03,9.304,1173.0209,1369,437,105.56
113.15,119.39,98.16,84.722,108.06,98.57,21,0,12940,54.9,46.8,45,1496.5,2614.5,116.7232,118.4551,12,1196.6666,1732.5,380,110.1
108.28,106.78,151.81,91.493,96.99,108.89,22,0,32835,39.4,49,43.6,1599.5,1857.5,124.1021,112.033,9.196,1582.2222,1137.5,470,127.06
126.65,109.62,119.98,96.181,108.06,97.46,22,0,9330,41.9,51.9,46.1,1101,1573.75,116.7398,125.1381,10.607,788.5714,1097.5,400,122.49
120.38,112.7,106.57,62.674,108.06,115.73,13,6,5910,43.8,46.7,34.2,1690.5,2677.25,106.8153,90.02322,8.929,1051.4286,2360,480,108.69
128.85,116.83,128.25,100,126.18,125.71,20,0,15240,41.4,48.5,42.6,1180,1678.25,113.9938,107.0149,10.821,1095.1704,1327.5,460,106.3
119.62,118.28,117.2,86.111,108.06,102.38,7,12,3090,47.5,49,49.9,2085,2551.75,109.9828,126.7189,11.446,728.125,1190,460,114.53
104.88,114.12,122.72,88.715,121.89,135.55,19,0,19490,45.6,49,43.3,1487.75,2375.25,126.2156,126.1058,9.393,1181.1154,1675,445,110.37
129.19,118.15,113.26,72.049,121.89,83.66,20,0,17538,52.8,46,45,1388.5,2000,112.13,109.32,10.893,927.5,1570,408,118.48
105.99,107.82,133.26,83.333,133.93,135.55,23,0,28548,46.2,51.2,45.6,1577.5,2235.75,121.5555,127.4157,11.732,1867.375,1942.5,460,122.02
106.64,105.85,137.25,86.285,133.93,101.64,15,4,11190,52.7,55.7,53.3,1197.5,1682.25,121.217,110.9038,10.321,1160.5358,1115,360,113.29
123.42,99.55,115.83,91.146,112.89,113.72,16,3,10770,60.1,64.9,54.7,1076.5,1734,119.0355,121.4681,11.857,1054,2445,490,98.91
120.05,120.7,137.25,81.944,108.06,125.71,24,0,34726,46.5,46,48,1107,1427.5,122.7243,118.6265,11.357,1584.0286,1382.5,450,125.43
109.7,112.21,125.64,87.5,96.99,113.72,9,10,5750,37.7,46.9,38.5,1632,2547.5,104.1698,106.7394,9.821,905.25977,1840,460,98.06
95.56,103.64,109.05,71.181,108.06,101.57,11,8,10119,47.2,54,43.6,2061.5,2502.25,110.6525,120.0696,9.625,1018.4286,1717.5,465,118.55
127.93,119.25,119.83,77.257,93.9,105.56,13,6,6369,42.8,45.9,34.2,1380,2056.5,121.44,124.43,11.107,855.4545,1618,460,112.75
118.6,104.72,118.67,92.361,126.18,125.71,20,0,14264,54.1,51.9,43.4,1095,1802.75,116.6664,111.8073,11.036,914.0179,1280,521,92.16
133.12,129.71,121.44,85.069,117.39,125.71,23,0,32730,45.6,49,51.2,1599,2224.25,130.78,129.12,10.232,1030.1,1235,550,112.32
109.19,119.16,114.52,87.326,104.06,103.93,10,9,5480,67.2,49.3,50,1598.5,2566.5,108.4124,105.4079,7.554,1119.0834,1095,430,106.89
119.69,103.46,96.06,91.146,117.39,95.13,18,1,19915,49.5,46,48.1,1743,2440,120.3936,127.3352,10.393,926.74603,1615,540,114.27
102.35,96.25,129.82,65.278,108.06,107.69,16,3,14714.5,46.4,58.3,53.4,1717.5,1417,110.9772,118.4842,7.589,726.075,1575,500,109.39
129.89,115.73,138.72,79.688,108.06,110.13,18,1,16665,59,49.3,45,1220.5,1837.25,117.965,104.7909,9.893,960.9286,1825,500,117.53
110.45,111.89,120.97,93.75,108.06,135.55,24,0,24825.5,44.5,49.2,39.6,1213,1839.75,130.62,123.76,11.179,1138.6517,1220,471,143.78
123.13,121.64,140.59,92.535,126.18,135.55,19,0,17260,28.6,32.9,34.2,1529.5,2117.5,119.674,120.8525,10.893,1073,1617.5,450,121
113.06,107.48,126.95,91.146,112.89,135.55,18,1,12294.5,43.9,42.9,43.3,1527,2425,116.5789,127.3842,10.179,1038.1818,1500,480,102.58
110.87,107.18,107.8,88.715,112.89,105.63,22,0,25615,62,67.2,57.5,1039,1118.75,130.8386,122.4627,9.232,1295,1182.5,390,124.42
125.09,122.95,133.26,73.264,121.89,116.13,21,0,11371,60.5,52.9,48.2,1323,1926.5,129.2438,125.4318,8.75,797.3269,1462.5,465,135.65
106.14,124.92,103.4,93.75,121.89,95.13,16,3,13155.5,28.6,32.9,34.2,1499,1687.25,108.15,102.52,8.982,782.3626,1910,510,103.75
125.81,112.21,135.98,94.965,108.06,109.04,10,9,3334.5,56.6,56,49.4,1221.5,1711.25,129.9566,112.7433,11.375,1066.2727,1494.5,475,115.59
111.01,117.09,111.39,85.069,108.06,91.62,12,7,6948.5,50.9,56,48.7,1509,1991,112.81,113.22,8.893,1299.6587,1868,508,86.16
119.45,130.09,118.67,80.903,121.89,125.71,8,11,3055,37.1,46,43,2088.5,2311.75,112.2355,111.7999,11.089,863.0833,1519.75,430,113.29
109.36,101.1,111.74,80.903,121.89,135.55,21,0,23180,41.3,51.2,43.8,1502,2357.25,123.86,123.47,9.607,972.1683,1766.75,438,110.5
133.93,127.53,112.82,80.903,121.89,119.72,9,10,2980,45.8,49,43.3,1231,2469.75,120.49,129.21,12.446,1155.7572,1208.75,426,122.24
107.22,97.65,110.12,74.479,112.89,112.39,18,1,14489,28.6,35.9,34.2,1204.5,2145.25,115.7736,125.9736,8.554,1229.9,1267.5,360,104.56
